POLYGON_ID	STATE_CODE	STATE_NAME	GEOMETRY
55	NC	North Carolina	POLYGON ((-84.32377327492041 34.98909036005087, -84.29095927488986 35.21062236025719, -84.22586327482924 35.26168336030474, -84.10156027471346 35.2456333602898, -84.04268927465864 35.27265836031496, -84.01255627463057 35.40770636044074, -83.88112527450817 35.51067236053663, -83.77577427441005 35.55269336057577, -83.61375027425916 35.57183136059359, -83.50568327415851 35.55964536058225, -83.24372427391454 35.71831336073002, -83.05982827374328 35.78267636078996, -82.98687427367534 35.77409136078197, -82.90668927360066 35.87231736087344, -82.80853527350924 35.92097536091876, -82.76309527346692 35.99965036099203, -82.64375527335578 36.05182936104063, -82.59916527331426 35.96340536095828, -82.47505527319866 35.9932843609861, -82.40828327313648 36.0754263610626, -82.20758427294956 36.14712736112938, -82.11792527286606 36.09637436108211, -82.02029527277514 36.12983436111327, -81.91099427267335 36.29087536126325, -81.74090827251494 36.39190736135735, -81.66983527244875 36.58976736154162, -81.34512127214633 36.57298836152599, -80.4350922712988 36.55118136150568, -80.02382227091577 36.54516336150007, -79.21680327016418 36.54992136150451, -78.45852926945798 36.54162336149678, -78.0513812690788 36.55262136150702, -77.31974626839741 36.55406836150837, -76.56325526769287 36.55540436150962, -76.04561126721077 36.5571063615112, -76.09071726725279 36.50372036146148, -75.97572126714569 36.43637036139876, -75.79968726698175 36.11297936109757, -75.85479726703306 36.10582936109091, -75.94157626711389 36.29449736126663, -75.98098126715058 36.16988636115057, -76.18282126733857 36.31539536128609, -76.11235826727294 36.17457836115494, -76.23463326738681 36.16351936114464, -76.27516126742457 36.11053036109529, -76.52267326765508 36.00732936099918, -76.68982326781075 36.04977036103871, -76.74079426785822 35.93678736093348, -76.40912826754934 35.97762936097152, -76.37113926751395 35.9325053609295, -76.21342026736706 35.97703736097097, -76.08928226725145 35.96307336095796, -75.98749126715666 35.89286736089258, -75.81768126699851 35.92368436092129, -75.74858426693415 35.86950836087083, -75.7289892669159 35.66534636068069, -75.77867326696217 35.57885936060013, -75.89112226706691 35.6314373606491, -76.0526082672173 35.41477536044732, -76.1812522673371 35.34170236037927, -76.49845126763252 35.41638336044882, -76.53340226766507 35.45036536048047, -76.44617326758383 35.55103136057422, -76.63785326776235 35.52050136054579, -76.62842126775357 35.43806336046902, -76.70502926782491 35.41210136044484, -77.10344426819596 35.55034836057358, -76.98285426808366 35.43666336046771, -76.69455226781516 35.35059436038755, -76.61416726774029 35.27308636031536, -76.63974126776411 35.17268636022186, -76.62387326774933 35.06451336012111, -76.67766226779942 35.02424836008362, -76.84912526795911 34.98238036004462, -76.91277326801838 34.93663036000201, -76.64670126777058 34.90649535997395, -76.66971226779202 34.97015836003324, -76.52942626766136 34.97479736003756, -76.31434826746106 34.94897936001352, -76.46954626760559 34.78522335986101, -76.62496326775035 34.71991535980018, -77.05019926814637 34.69907935978078, -77.15627426824517 34.66079935974513, -77.53832626860098 34.45717535955549, -77.75022826879832 34.30521535941396, -77.86409426890437 34.19290835930937, -77.89410926893233 34.0693513591943, -78.0345182690631 33.91446535905005, -78.57945326957061 33.88216435901997, -79.07425727003142 34.30473835941352, -79.66728227058373 34.80082035987553, -80.32506527119634 34.81491635988866, -80.79985627163852 34.81626035988991, -80.7854442716251 34.94078836000588, -80.92759227175748 35.10139436015547, -81.03968527186187 35.03734536009581, -81.04909927187065 35.15167236020228, -81.76518127253755 35.18259636023109, -82.2781652730153 35.19512136024275, -82.56987627328698 35.14960736020036, -82.77120127347448 35.08553736014069, -83.10615727378642 35.00036636006138, -83.54929727419913 34.98962836005137, -84.32377327492041 34.98909036005087))
56	TN	Tennessee	POLYGON ((-84.32377327492041 34.98909036005087, -85.60896027611734 34.99016436005187, -86.78237227721017 34.9970753600583, -87.20758827760618 35.00796036006845, -87.98607827833121 35.01603336007597, -88.19399327852484 35.00445336006519, -89.00619627928127 35.00023436006125, -89.71727027994351 34.99926136006035, -90.30544828049129 35.00078836006176, -90.19580428038917 35.04099036009921, -90.178439280373 35.10873836016231, -90.064628280267 35.14747436019838, -90.10643828030595 35.31477236035418, -90.0755682802772 35.40661336043972, -89.99965328020649 35.44553736047597, -90.04190628024584 35.51252136053836, -89.9571332801669 35.60318336062279, -89.95112128016129 35.73434536074495, -89.73601927996097 35.80711436081272, -89.75779427998124 35.87149336087268, -89.72183627994775 35.99995136099231, -89.66746827989712 36.09938636108492, -89.5895012798245 36.1298613611133, -89.67686927990587 36.22093536119812, -89.60684427984066 36.30810336127929, -89.51940927975923 36.3559963613239, -89.53327227977215 36.49817036145632, -89.47589727971871 36.49860936145672, -89.41478427966179 36.50267936146051, -88.83037227911751 36.49985436145788, -88.042763278384 36.49657036145482, -88.07134127841061 36.67968336162536, -87.87071127822377 36.66942336161581, -87.85353727820777 36.64152236158982, -86.51066827695712 36.65507436160245, -85.98061027646347 36.63311236158199, -85.43737427595754 36.6181993615681, -84.99846127554876 36.62098236157069, -84.78187127534706 36.60507636155587, -83.6956082743354 36.58424936153648, -83.67517727431637 36.59870436154994, -83.2750312739437 36.60046736155158, -83.210926273884 36.58808936154006, -82.29685827303271 36.59180136154352, -81.66983527244875 36.58976736154162, -81.74090827251494 36.39190736135735, -81.91099427267335 36.29087536126325, -82.02029527277514 36.12983436111327, -82.11792527286606 36.09637436108211, -82.20758427294956 36.14712736112938, -82.40828327313648 36.0754263610626, -82.47505527319866 35.9932843609861, -82.59916527331426 35.96340536095828, -82.64375527335578 36.05182936104063, -82.76309527346692 35.99965036099203, -82.80853527350924 35.92097536091876, -82.90668927360066 35.87231736087344, -82.98687427367534 35.77409136078197, -83.05982827374328 35.78267636078996, -83.24372427391454 35.71831336073002, -83.50568327415851 35.55964536058225, -83.61375027425916 35.57183136059359, -83.77577427441005 35.55269336057577, -83.88112527450817 35.51067236053663, -84.01255627463057 35.40770636044074, -84.04268927465864 35.27265836031496, -84.10156027471346 35.2456333602898, -84.22586327482924 35.26168336030474, -84.29095927488986 35.21062236025719, -84.32377327492041 34.98909036005087))
57	TX	Texas	POLYGON ((-106.5395142956105 31.78630535706805, -106.6149862956807 31.81783435709741, -106.6440792957078 31.89520535716947, -106.6236252956888 32.00108835726807, -106.003240295111 32.00165835726861, -104.851068294038 32.00326535727011, -104.0192972932633 32.00740335727396, -103.0584132923684 32.00202235726895, -103.0600182923699 32.5155453577472, -103.04933129236 32.95363935815522, -103.033258292345 33.82618135896783, -103.0226572923351 34.74533235982386, -103.0222942923348 35.62364836064185, -103.0272862923394 36.49159136145019, -102.9974012923116 36.49237036145091, -102.165673291537 36.49023436144893, -101.0901022905353 36.48805036144689, -100.0015502895215 36.49255436145108, -99.99474328951514 35.4246223604565, -99.99647528951677 34.56238435965347, -99.93228728945698 34.57917335966911, -99.68527728922693 34.3775203594813, -99.57821928912723 34.40898835951061, -99.41032328897086 34.36918535947354, -99.39315728895488 34.42907035952931, -99.26753528883788 34.39836435950072, -99.20584928878043 34.33207535943898, -99.17651128875311 34.21281635932791, -98.9965442885855 34.2095833593249, -98.89168928848785 34.16091035927957, -98.70563228831458 34.13080635925154, -98.62633028824071 34.15852735927735, -98.44851928807512 34.05446935918044, -98.35073028798404 34.14221335926216, -98.17316428781867 34.11546135923724, -98.08652228773798 34.00541035913475, -97.95053928761134 33.97125835910294, -97.95504828761554 33.88357935902128, -97.85285728752037 33.8571713589967, -97.67137128735133 33.98871135911919, -97.57597028726249 33.90263135903903, -97.46306028715733 33.90248335903889, -97.453035287148 33.83631535897727, -97.21162628692316 33.90579035904197, -97.20861328692037 33.81975235896184, -97.15276428686835 33.72877335887711, -97.08375428680408 33.74251835888991, -96.96847128669671 33.93742135907143, -96.7491022864924 33.8318403589731, -96.61443928636699 33.86300135900212, -96.41973028618565 33.78842835893267, -96.34785028611871 33.70563135885556, -96.27833828605398 33.77348935891875, -96.16907428595222 33.769457358915, -96.09178028588023 33.84467735898505, -95.93332828573266 33.89062835902785, -95.84680528565208 33.84113835898176, -95.74710928555923 33.90349735903983, -95.6063122854281 33.94465635907817, -95.45184128528425 33.86585835900478, -95.33027228517102 33.8710243590096, -95.23427028508161 33.96496935909708, -95.08249428494025 33.91856035905386, -94.94010928480765 33.84093235898157, -94.91409928478343 33.78970535893386, -94.74186528462302 33.7013773588516, -94.47669128437606 33.63208135878706, -94.37095928427759 33.54780235870857, -94.23743328415324 33.59254335875023, -94.03611628396574 33.55603435871623, -94.03893128396837 33.0234223582202, -94.03525528396494 31.99467935726211, -93.89944928383846 31.89462335716893, -93.79245228373881 31.71156835699844, -93.8328052837764 31.59036035688556, -93.74772728369716 31.5378963568367, -93.66125128361662 31.37257735668273, -93.68176628363572 31.31286335662712, -93.55076428351373 31.19111635651373, -93.52579128349046 30.93601435627615, -93.55085528351381 30.82854235617606, -93.61862928357692 30.74598935609918, -93.73547928368575 30.54571935591266, -93.70563228365796 30.52306035589156, -93.75934728370798 30.34107735572207, -93.69937728365213 30.29759335568157, -93.69708728364999 30.11813935551444, -93.76036728370893 30.00617635541017, -93.85650028379847 29.96481535537165, -93.95193628388735 29.81857935523546, -93.83512528377855 29.67479235510155, -94.06558128399318 29.67429735510109, -94.68271228456793 29.43313835487649, -94.68210928456738 29.47534335491579, -94.57288528446564 29.53328335496975, -94.56463028445796 29.57922735501255, -94.78828328466625 29.53878635497488, -94.7066172845902 29.6587413550866, -94.73592328461749 29.79320735521183, -94.82961528470474 29.76008135518098, -94.88736328475854 29.66876635509593, -94.98953928485369 29.67992835510633, -95.01432728487677 29.55949435499417, -94.91135728478088 29.50056435493929, -94.89133628476223 29.39955735484521, -95.06657228492543 29.19611635465574, -95.16073028501312 29.20027135465961, -95.24861828509498 28.9786373544532, -95.52680728535405 28.80349635429009, -95.67155228548886 28.75294135424301, -95.786592285596 28.73913235423014, -95.98399028577984 28.6534013541503, -96.23783328601625 28.57159535407411, -96.28621928606131 28.66199535415831, -96.43740728620212 28.59726535409802, -96.57065028632621 28.6365403541346, -96.56695828632277 28.5743743540767, -96.39097528615888 28.43433935394629, -96.66156828641088 28.30654735382727, -96.70407128645047 28.39616635391073, -96.78849328652909 28.3527533538703, -96.77819428651951 28.22963535375564, -96.95117128668061 28.11464635364855, -97.03388328675763 28.13768735367, -97.02383528674828 28.20008335372812, -97.26055428696874 28.06501735360233, -97.12334528684094 28.05456035359259, -97.02407128674849 28.0205323535609, -97.19573228690837 27.81252535336718, -97.28375428699034 27.87144735342205, -97.38881228708819 27.83173035338506, -97.39683028709565 27.77114635332864, -97.25006128695897 27.68914335325227, -97.33172728703502 27.56263635313445, -97.41252828711028 27.32134535290973, -97.52865028721843 27.34442035293122, -97.60038228728523 27.30045535289028, -97.54842428723684 27.23053035282515, -97.4274812871242 27.26545535285768, -97.50376728719525 27.0818683526867, -97.47926028717242 26.9968383526075, -97.56883128725585 26.97818835259014, -97.55831728724606 26.84638735246739, -97.49583728718785 26.79411735241871, -97.42611528712293 26.51856935216209, -97.47496828716842 26.47715035212351, -97.3689552870697 26.35940935201386, -97.35361928705541 26.18280235184938, -97.17247428688671 25.95492735163715, -97.30739928701236 25.96548235164698, -97.43460728713083 25.84555735153529, -97.59035328727589 25.93358935161728, -97.6482402873298 26.02380135170129, -97.86770828753419 26.06049635173547, -98.20097928784458 26.05573235173103, -98.32822628796308 26.11200035178344, -98.45368928807993 26.2212613518852, -98.60026828821644 26.26080335192202, -98.67821928828904 26.24240435190488, -98.82013628842121 26.37541335202876, -99.10703628868841 26.41986935207016, -99.10178028868351 26.48867635213425, -99.16612828874344 26.5802203522195, -99.28583728885492 26.85767835247791, -99.45538128901283 27.02895835263742, -99.43747528899615 27.19950235279625, -99.46559028902233 27.27018635286208, -99.54390828909527 27.3189543529075, -99.49081328904583 27.49105135306778, -99.54950728910049 27.61291935318128, -99.71481828925445 27.66184935322685, -99.81605528934873 27.78039435333725, -99.87506328940368 27.79797235335362, -99.9421892894662 27.98716235352982, -99.99364328951413 28.00373935354526, -100.0972622896106 28.15455535368572, -100.2144162897197 28.20220635373009, -100.2982662897978 28.28062235380313, -100.4198842899111 28.54445135404883, -100.4035262898959 28.58999135409125, -100.4982642899841 28.66124335415761, -100.5901492900697 28.89446935437481, -100.6475852901232 28.92259535440101, -100.6691322901432 29.08031235454789, -100.7689742902362 29.16680735462845, -100.7973572902626 29.24273635469916, -101.0094312904601 29.37348235482093, -101.0677372905144 29.47377635491434, -101.2618112906952 29.52669235496362, -101.2549692906888 29.62896435505887, -101.3687862907948 29.65737335508532, -101.4708562908899 29.78889535520781, -101.6400642910475 29.75716335517826, -101.8194982912146 29.8143243552315, -102.0644022914427 29.78476935520397, -102.3247512916851 29.88030935529295, -102.3852152917415 29.76814135518848, -102.5035212918516 29.78564935520479, -102.676790292013 29.74441835516639, -102.8051602921326 29.53034335496702, -102.8226402921488 29.41204535485684, -102.908764292229 29.269406354724, -102.9885392923033 29.19106735465104, -103.1539112924574 28.97889135445344, -103.3759032926641 29.03231435450319, -103.474531292756 29.07233835454047, -103.5266962928045 29.14684835460986, -103.7207792929853 29.19083235465082, -103.7874632930474 29.26745735472219, -104.0461052932883 29.32831335477886, -104.1648592933989 29.40090535484647, -104.2052122934365 29.48422835492407, -104.3780742935974 29.55079435498606, -104.5357292937443 29.67964235510606, -104.5780412937837 29.80810735522571, -104.6748522938738 29.90944935532009, -104.6969772938945 30.05746235545794, -104.6752402938742 30.1491203555433, -104.7030972939001 30.23864135562667, -104.8534852940402 30.39241135576988, -104.8911692940753 30.57070035593593, -105.2148442943768 30.81222335616086, -105.2586912944176 30.79779135614742, -105.3908212945406 30.85321735619904, -105.4095752945581 30.90264535624507, -105.5548972946935 30.99841835633427, -105.6037332947389 31.08655835641635, -105.770250294894 31.17090835649491, -105.9988862951069 31.39394035670263, -106.2132852953066 31.47824635678114, -106.3835812954652 31.73387235701922, -106.5395142956105 31.78630535706805))
58	TX	Texas	POLYGON ((-96.39813328616555 28.34612835386413, -96.83488928657231 28.06661535360382, -96.80410428654363 28.17245035370238, -96.73916928648316 28.18382335371297, -96.53239128629058 28.31852835383843, -96.39813328616555 28.34612835386413))
59	NM	New Mexico	POLYGON ((-109.0484802979471 36.99664136192055, -108.3724732973175 36.99947136192319, -107.4724602964793 36.99877636192254, -106.8903702959372 36.99908336192283, -106.8612492959101 36.9895013619139, -105.9920002951005 36.9922893619165, -105.1461722943128 36.99320736191736, -103.9936352932394 36.99446936191853, -102.9977092923119 36.9985233619223, -102.9974012923116 36.49237036145091, -103.0272862923394 36.49159136145019, -103.0222942923348 35.62364836064185, -103.0226572923351 34.74533235982386, -103.033258292345 33.82618135896783, -103.04933129236 32.95363935815522, -103.0600182923699 32.5155453577472, -103.0584132923684 32.00202235726895, -104.0192972932633 32.00740335727396, -104.851068294038 32.00326535727011, -106.003240295111 32.00165835726861, -106.6236252956888 32.00108835726807, -106.6440792957078 31.89520535716947, -106.6149862956807 31.81783435709741, -106.5395142956105 31.78630535706805, -107.2835672963034 31.78508335706691, -108.2032552971599 31.7869033570686, -108.2106472971668 31.34385335665598, -109.0456152979444 31.34345335665561, -109.049495297948 32.44204435767875, -109.050526297949 33.20516435838946, -109.0503492979488 33.7833023589279, -109.0486522979473 34.59178035968085, -109.0466412979454 34.95464636001879, -109.0478462979465 35.99666436098925, -109.0484802979471 36.99664136192055))
60	AL	Alabama	POLYGON ((-85.00160727555171 31.00125335633691, -85.48659727600338 31.00099835633667, -86.38391927683908 30.99153835632786, -87.16311727756477 31.00315735633868, -87.59858027797031 31.00263035633819, -87.62571127799559 30.8769023562211, -87.52660327790329 30.74849135610151, -87.39864527778411 30.66801535602656, -87.44535327782762 30.53138935589931, -87.4188162778029 30.48170035585304, -87.46644027784726 30.35972135573944, -87.58756827796006 30.31925435570175, -87.5934052779655 30.27841535566371, -87.79533027815356 30.23393135562229, -87.75750327811834 30.29942235568328, -87.90346527825426 30.42129635579678, -87.91338527826351 30.62118435598294, -88.0197892783626 30.7441903560975, -88.13568127847053 30.33715835571842, -88.3203262786425 30.40429335578095, -88.40141527871802 30.39355135577094, -88.4345632787489 31.12087935644832, -88.47295227878465 31.88887635716358, -88.43772427875183 32.22775535747918, -88.33946627866033 32.98749735818674, -88.24819527857532 33.7427263588901, -88.2026442785329 34.05912235918477, -88.09046827842843 34.89562935996383, -88.19399327852484 35.00445336006519, -87.98607827833121 35.01603336007597, -87.20758827760618 35.00796036006845, -86.78237227721017 34.9970753600583, -85.60896027611734 34.99016436005187, -85.53469227604818 34.62248835970945, -85.41656727593816 34.08692035921066, -85.29382527582385 33.42587535859502, -85.18071927571852 32.871813358079, -85.12809027566949 32.77707035799077, -85.10380327564688 32.64591035786862, -84.99565227554615 32.51892835775036, -84.96538527551796 32.42945035766702, -85.00533227555518 32.32959235757402, -84.89460327545204 32.26873535751734, -85.05331327559986 32.12663735738501, -85.07006727561546 31.98070335724909, -85.13556727567647 31.85488435713192, -85.11120527565377 31.684242356973, -85.05928527560542 31.62126535691434, -85.04269827558997 31.51966035681971, -85.0879422756321 31.36723435667776, -85.10295727564609 31.19692235651914, -85.03806827558566 31.12671335645375, -85.00160727555171 31.00125335633691))
61	MS	Mississippi	POLYGON ((-88.40141527871802 30.39355135577094, -88.46423727877652 30.3260763557081, -88.57776027888225 30.38074935575902, -88.68326427898052 30.34232235572323, -88.87378627915795 30.43027635580515, -88.88572627916906 30.39828935577535, -89.27612127953265 30.31484035569764, -89.41561427966256 30.25648535564329, -89.43812127968353 30.20096735559159, -89.57388427980996 30.19493535558597, -89.62166127985447 30.25696435564374, -89.67546227990457 30.44535235581919, -89.79084828001203 30.55394335592032, -89.84178528005947 30.67951935603727, -89.82468928004354 30.78972435613991, -89.77480027999708 30.83053235617791, -89.7327172799579 31.00744535634268, -90.5602552807286 31.00170635633733, -91.63229728172701 31.00136535633701, -91.56497528166432 31.08213535641224, -91.63699828173139 31.24110435656029, -91.55691928165682 31.27046935658764, -91.56773128166688 31.42140635672821, -91.50790028161116 31.45308335675771, -91.50295728160656 31.53488035683389, -91.42357828153263 31.56274635685984, -91.33484628144998 31.84347835712129, -91.20154228132584 31.91444935718739, -91.16314328129008 31.98844835725631, -91.07248828120565 32.02121335728683, -91.07392228120699 32.09414835735475, -91.15665028128403 32.14493535740205, -91.1573752812847 32.20601435745893, -90.97176328111185 32.30384735755004, -91.00931528114681 32.39722735763701, -91.11779228124784 32.49870935773153, -91.13966528126821 32.66330835788482, -91.05913528119321 32.72365035794102, -91.15645028128384 32.76281135797749, -91.14225928127063 32.84134235805063, -91.20927028133303 32.93597835813876, -91.16224128128924 33.01316235821065, -91.19064628131569 33.11334535830395, -91.08642628121864 33.16172335834901, -91.14185528127025 33.32250135849874, -91.10704928123784 33.39352235856488, -91.20542028132945 33.67005435882243, -91.14300228127132 33.7719283589173, -91.02896228116511 33.816695358959, -91.0614802811954 33.86718835900602, -90.95057728109211 34.03139535915895, -90.88645028103238 34.04081835916772, -90.95345528109479 34.15590835927491, -90.84671628099538 34.14765135926722, -90.82394428097418 34.2774443593881, -90.65734628081901 34.36601435947059, -90.57450528074186 34.45404935955258, -90.53072028070109 34.5557513596473, -90.58809528075453 34.6279163597145, -90.46632628064111 34.67214035975569, -90.46680728064156 34.79976135987455, -90.24293928043308 34.9208273599873, -90.30544828049129 35.00078836006176, -89.71727027994351 34.99926136006035, -89.00619627928127 35.00023436006125, -88.19399327852484 35.00445336006519, -88.09046827842843 34.89562935996383, -88.2026442785329 34.05912235918477, -88.24819527857532 33.7427263588901, -88.33946627866033 32.98749735818674, -88.43772427875183 32.22775535747918, -88.47295227878465 31.88887635716358, -88.4345632787489 31.12087935644832, -88.40141527871802 30.39355135577094))
62	GA	Georgia	POLYGON ((-85.60896027611734 34.99016436005187, -84.32377327492041 34.98909036005087, -83.54929727419913 34.98962836005137, -83.10615727378642 35.00036636006138, -83.13756227381568 34.93047535999628, -83.32269027398809 34.78724435986289, -83.33979027400402 34.67769235976086, -83.16487927384111 34.59893735968751, -83.05499527373878 34.49006135958612, -82.86804327356467 34.45754335955583, -82.76417027346793 34.28096035939137, -82.73578127344149 34.16979635928784, -82.60294427331778 34.03463635916197, -82.57661527329326 33.95928735909179, -82.35131127308343 33.83539235897641, -82.26621827300417 33.76159535890768, -82.19218727293523 33.62384035877938, -82.0656812728174 33.57386535873284, -81.9166382726786 33.45133335861873, -81.91141227267373 33.34949535852388, -81.70427927248082 33.12293935831288, -81.52960027231814 33.0439273582393, -81.51023627230011 32.94722135814924, -81.43233127222756 32.84168135805094, -81.41210527220872 32.62560935784971, -81.23624027204492 32.52061435775192, -81.12404827194044 32.27664435752471, -81.10487527192258 32.10544635736527, -80.8947532717269 32.00599435727265, -80.97355627180029 31.94792835721857, -80.97087527179779 31.89031435716491, -81.13682427195234 31.72707335701288, -81.13493727195058 31.64607035693744, -81.23914527204764 31.55688335685438, -81.20857127201916 31.46689735677057, -81.31306627211647 31.33759735665015, -81.30083527210509 31.27581935659262, -81.38100627217975 31.14894535647446, -81.52838827231702 31.13112835645786, -81.48482727227645 30.94490035628443, -81.52926927231783 30.86477835620981, -81.49838227228906 30.75751435610991, -81.5285952723172 30.72145235607633, -81.77670827254828 30.7615843561137, -81.9438052727039 30.82424935617206, -82.03188127278592 30.75753235610993, -82.04491127279806 30.65091035601063, -82.00580127276164 30.5709903559362, -82.05276727280538 30.36379435574323, -82.16463927290957 30.3612913557409, -82.20556527294768 30.42385335579916, -82.22103927296209 30.56707635593255, -83.1324402738109 30.62134135598309, -84.2816632748812 30.69041935604742, -84.86300327542261 30.71266435606814, -84.91534327547136 30.75408935610672, -84.93777627549225 30.89495735623791, -85.00160727555171 31.00125335633691, -85.03806827558566 31.12671335645375, -85.10295727564609 31.19692235651914, -85.0879422756321 31.36723435667776, -85.04269827558997 31.51966035681971, -85.05928527560542 31.62126535691434, -85.11120527565377 31.684242356973, -85.13556727567647 31.85488435713192, -85.07006727561546 31.98070335724909, -85.05331327559986 32.12663735738501, -84.89460327545204 32.26873535751734, -85.00533227555518 32.32959235757402, -84.96538527551796 32.42945035766702, -84.99565227554615 32.51892835775036, -85.10380327564688 32.64591035786862, -85.12809027566949 32.77707035799077, -85.18071927571852 32.871813358079, -85.29382527582385 33.42587535859502, -85.41656727593816 34.08692035921066, -85.53469227604818 34.62248835970945, -85.60896027611734 34.99016436005187))
63	SC	South Carolina	POLYGON ((-83.10615727378642 35.00036636006138, -82.77120127347448 35.08553736014069, -82.56987627328698 35.14960736020036, -82.2781652730153 35.19512136024275, -81.76518127253755 35.18259636023109, -81.04909927187065 35.15167236020228, -81.03968527186187 35.03734536009581, -80.92759227175748 35.10139436015547, -80.7854442716251 34.94078836000588, -80.79985627163852 34.81626035988991, -80.32506527119634 34.81491635988866, -79.66728227058373 34.80082035987553, -79.07425727003142 34.30473835941352, -78.57945326957061 33.88216435901997, -78.58593126957663 33.8535313589933, -78.85488126982712 33.71636235886555, -79.12086627007483 33.43077835859958, -79.15811527010952 33.3424333585173, -79.27084627021452 33.29703835847503, -79.20191127015032 33.18368835836946, -79.22956227017606 33.14150535833018, -79.41061827034469 33.01386835821131, -79.58235727050463 33.0160133582133, -79.6068122705274 32.89924335810455, -79.75232027066292 32.79423535800675, -79.90748627080743 32.79070735800347, -79.89639327079711 32.67742135789796, -79.99661727089044 32.60578735783125, -80.21080327108992 32.5616013577901, -80.29065427116429 32.50407035773652, -80.64641127149561 32.51887935775031, -80.48607227134627 32.4310313576685, -80.46039227132236 32.31868535756387, -80.62602827147663 32.27282135752115, -80.7419632715846 32.36021235760254, -80.78056127162054 32.24812335749815, -80.89291427172518 32.06817335733056, -81.10487527192258 32.10544635736527, -81.12404827194044 32.27664435752471, -81.23624027204492 32.52061435775192, -81.41210527220872 32.62560935784971, -81.43233127222756 32.84168135805094, -81.51023627230011 32.94722135814924, -81.52960027231814 33.0439273582393, -81.70427927248082 33.12293935831288, -81.91141227267373 33.34949535852388, -81.9166382726786 33.45133335861873, -82.0656812728174 33.57386535873284, -82.19218727293523 33.62384035877938, -82.26621827300417 33.76159535890768, -82.35131127308343 33.83539235897641, -82.57661527329326 33.95928735909179, -82.60294427331778 34.03463635916197, -82.73578127344149 34.16979635928784, -82.76417027346793 34.28096035939137, -82.86804327356467 34.45754335955583, -83.05499527373878 34.49006135958612, -83.16487927384111 34.59893735968751, -83.33979027400402 34.67769235976086, -83.32269027398809 34.78724435986289, -83.13756227381568 34.93047535999628, -83.10615727378642 35.00036636006138))
64	SC	South Carolina	POLYGON ((-80.76780527160867 32.25864835750795, -80.66661627151443 32.22011335747206, -80.8192672716566 32.10469835736457, -80.76780527160867 32.25864835750795))
65	AR	Arkansas	POLYGON ((-94.61725728450698 36.48941436144816, -93.85752028379942 36.48978636144851, -92.8522752828632 36.4898843614486, -92.12764228218833 36.49143536145004, -91.1339562812629 36.48801536144686, -90.15025928034676 36.49187336145045, -90.11692528031571 36.40497636136952, -90.05215728025539 36.3826153613487, -90.06618728026845 36.27233836124599, -90.3153392805005 36.09172336107778, -90.37906228055985 35.98965636098272, -89.72183627994775 35.99995136099231, -89.75779427998124 35.87149336087268, -89.73601927996097 35.80711436081272, -89.95112128016129 35.73434536074495, -89.9571332801669 35.60318336062279, -90.04190628024584 35.51252136053836, -89.99965328020649 35.44553736047597, -90.0755682802772 35.40661336043972, -90.10643828030595 35.31477236035418, -90.064628280267 35.14747436019838, -90.178439280373 35.10873836016231, -90.19580428038917 35.04099036009921, -90.30544828049129 35.00078836006176, -90.24293928043308 34.9208273599873, -90.46680728064156 34.79976135987455, -90.46632628064111 34.67214035975569, -90.58809528075453 34.6279163597145, -90.53072028070109 34.5557513596473, -90.57450528074186 34.45404935955258, -90.65734628081901 34.36601435947059, -90.82394428097418 34.2774443593881, -90.84671628099538 34.14765135926722, -90.95345528109479 34.15590835927491, -90.88645028103238 34.04081835916772, -90.95057728109211 34.03139535915895, -91.0614802811954 33.86718835900602, -91.02896228116511 33.816695358959, -91.14300228127132 33.7719283589173, -91.20542028132945 33.67005435882243, -91.10704928123784 33.39352235856488, -91.14185528127025 33.32250135849874, -91.08642628121864 33.16172335834901, -91.19064628131569 33.11334535830395, -91.16224128128924 33.01316235821065, -92.06344128212855 33.01015135820784, -93.23254328321735 33.01937535821644, -94.03893128396837 33.0234223582202, -94.03611628396574 33.55603435871623, -94.23743328415324 33.59254335875023, -94.37095928427759 33.54780235870857, -94.47669128437606 33.63208135878706, -94.46169128436209 34.19676535931296, -94.43932228434126 34.92915135999505, -94.42855228433123 35.40054636043407, -94.54241728443728 36.10683536109185, -94.61725728450698 36.48941436144816))
