POLYGON_ID	STATE_CODE	STATE_NAME	GEOMETRY
30	CT	Connecticut	POLYGON ((-73.4842302648253 42.04742836662446, -73.04563226441682 42.0363103666141, -72.09497126353146 42.02579936660432, -71.79783126325472 42.00427436658427, -71.7882492632458 41.72160336632101, -71.8027432632593 41.41582936603624, -71.86667826331885 41.32276936594957, -72.52724526393405 41.26370236589456, -72.90673426428747 41.27006336590048, -73.10441826447158 41.16103936579895, -73.65315126498263 40.99839236564748, -73.72523726504976 41.10035436574243, -73.47812026481962 41.21075536584525, -73.55025926488681 41.29362036592242, -73.4842302648253 42.04742836662446))
31	RI	Rhode Island	POLYGON ((-71.79783126325472 42.00427436658427, -71.37864426286433 42.01371336659307, -71.38395326286927 41.88843936647639, -71.33979826282815 41.78442536637952, -71.22897626272494 41.70769436630806, -71.36901226285535 41.70329136630396, -71.41924726290215 41.65221236625639, -71.42731826290965 41.48668936610223, -71.48988826296792 41.39208536601413, -71.72226426318434 41.32726436595375, -71.86667826331885 41.32276936594957, -71.8027432632593 41.41582936603624, -71.7882492632458 41.72160336632101, -71.79783126325472 42.00427436658427))
32	RI	Rhode Island	POLYGON ((-71.19880826269684 41.67850036628087, -71.14121226264319 41.65527336625924, -71.11713226262077 41.49306236610817, -71.19993726269789 41.46331836608047, -71.19880826269684 41.67850036628087))
33	NJ	New Jersey	POLYGON ((-75.48928026669266 39.71485836445208, -75.42046826662858 39.79898336453044, -75.34593226655915 39.84851636457657, -75.14290126637006 39.88160236460738, -75.11096326634032 39.97669036469594, -74.82902226607774 40.11616136482583, -74.73882426599374 40.17772536488317, -75.05745326629048 40.42017136510896, -75.06367926629628 40.52100336520287, -75.18228226640674 40.5567993652362, -75.20535526642823 40.68606136535659, -75.1703132663956 40.77480936543924, -75.05461926628784 40.85567336551456, -75.13552526636319 40.96293636561445, -74.91476826615759 41.14110536578038, -74.79166326604295 41.31196436593951, -74.70006226595764 41.35057336597546, -74.21303826550407 41.12361136576409, -73.89669726520944 40.9985293656476, -73.92239426523338 40.88604036554284, -74.00618326531141 40.7040023653733, -74.12905826542585 40.64707236532028, -74.27891026556542 40.51430336519663, -74.22450326551474 40.44358436513076, -74.12188526541917 40.4514583651381, -73.97844026528557 40.32361636501904, -74.04979026535203 40.0568563647706, -74.15922826545395 39.87860536460459, -74.17142726546531 39.71827436445527, -74.237675265527 39.62404636436752, -74.3233422656068 39.57208636431912, -74.46041826573445 39.42675636418377, -74.44750126572242 39.38107536414123, -74.65823426591868 39.28725136405384, -74.62458726588734 39.25082836401992, -74.80229226605285 39.02637336381089, -74.9681252662073 38.97173836376, -74.89020226613472 39.11386036389236, -74.91665426615936 39.17063836394524, -75.0144072662504 39.19836336397106, -75.1199582663487 39.18469136395833, -75.4156722666241 39.37497136413555, -75.55276326675178 39.49051436424315, -75.51668926671819 39.56656836431398, -75.57023426676805 39.61773536436164, -75.48928026669266 39.71485836445208))
34	IN	Indiana	POLYGON ((-88.03560727837733 37.80572836267407, -88.03476127837655 38.05413036290541, -87.97532627832119 38.07335236292332, -87.93231927828114 38.17117736301442, -87.98604027833117 38.23486036307374, -87.7484562781099 38.4180113632443, -87.75612427811704 38.46617236328916, -87.6729692780396 38.54747136336488, -87.62521527799513 38.64285836345371, -87.5439132779194 38.68602136349391, -87.50790927788587 38.79560536359597, -87.55908127793353 38.86985636366512, -87.5334922779097 38.96374636375256, -87.67035227803716 39.14671936392297, -87.58861727796104 39.20850536398051, -87.62526227799518 39.30744136407265, -87.54023727791598 39.35056236411281, -87.53535727791144 40.16623136487246, -87.53269627790895 40.7454483654119, -87.52990627790636 41.7236263663229, -87.39474627778048 41.63419136623961, -87.23385427763064 41.62618836623216, -86.94246027735926 41.71650336631626, -86.83482927725902 41.7655043663619, -85.65945927616437 41.76262736635922, -84.78847827535321 41.76095936635767, -84.79037727535497 41.69749436629856, -84.79052727535512 40.98834136563811, -84.79455627535887 40.35305036504645, -84.81103727537422 39.56405036431164, -84.81148027537464 39.10258536388187, -84.88999627544776 39.05064836383349, -84.80322427536694 38.89719036369057, -84.81878027538143 38.79341036359392, -84.97561127552748 38.78064136358203, -85.16093327570009 38.69517636350243, -85.27139427580296 38.74437636354826, -85.41818627593968 38.73841736354271, -85.45367927597273 38.69467436350197, -85.41746127593899 38.56147536337792, -85.50720027602257 38.47141936329405, -85.61264027612077 38.446670363271, -85.6813892761848 38.30095336313529, -85.80655127630136 38.28617936312153, -85.91207427639964 38.18000136302264, -85.91475127640213 38.06487436291542, -86.03162027651098 37.99295036284843, -86.19062127665906 38.01775836287154, -86.29144027675295 38.0784893629281, -86.29767427675876 38.15030436299499, -86.51909127696497 38.04704836289882, -86.51690127696293 37.94224236280121, -86.75382527718358 37.89835936276035, -86.8028152772292 37.97880036283526, -87.03648027744683 37.90800536276932, -87.07130827747926 37.80713636267538, -87.13187927753567 37.78973636265918, -87.38755027777378 37.93496936279443, -87.50480327788299 37.91562736277642, -87.60432527797568 37.97115736282814, -87.67972127804589 37.89704936275912, -87.82364727817993 37.87825536274161, -87.95873827830575 37.7762243626466, -88.03560727837733 37.80572836267407))
35	NV	Nevada	POLYGON ((-119.9934593081404 41.98920536657024, -119.3109423075048 41.98913536657017, -118.1853173064564 41.99663736657716, -117.0188643053701 41.99479436657545, -115.9475443043723 41.99459936657526, -115.024863303513 41.99650636657704, -114.039072302595 41.995391366576, -114.0381513025941 40.99768636564681, -114.0381083025941 40.11104636482106, -114.0401053025959 39.53868536428801, -114.0442673025998 38.67899636348736, -114.0472603026026 37.59847836248105, -114.0439393025995 36.99653836192046, -114.0373923025934 36.21602336119354, -114.1290233026787 36.04173036103122, -114.233472302776 36.01833136100943, -114.3442343028792 36.1374803611204, -114.443945302972 36.1210533611051, -114.5305733030527 36.15509036113679, -114.7127613032224 36.10518136109032, -114.7362123032442 35.98764836098086, -114.6992763032098 35.91161236091004, -114.6888203032001 35.73259536074332, -114.6398663031545 35.61134836063039, -114.6722153031846 35.51575436054137, -114.5895843031076 35.3583783603948, -114.5595833030797 35.22018336026609, -114.621068303137 34.99891436006002, -115.6261973040731 35.79569836080209, -115.8857693043148 36.0012263609935, -117.1604233055019 36.95959436188605, -117.8386863061336 37.45729836234957, -118.4174193066726 37.88667636274946, -119.1524503073572 38.41180136323852, -119.9952543081421 38.99410636378083, -119.9961653081429 39.72061036445744, -119.9963243081431 41.17756636581434, -119.9934593081404 41.98920536657024))
36	UT	Utah	POLYGON ((-114.039072302595 41.995391366576, -112.9895753016175 42.00114636658136, -112.1005143007895 42.00230036658243, -111.0486972998099 41.99620336657675, -111.0510222998121 40.99658336564579, -110.0021652988353 40.99759936564674, -109.0483142979469 40.99843336564751, -109.0512632979497 40.2105113649137, -109.0514172979498 39.3609663641225, -109.055861297954 38.2449203630831, -109.0434642979424 38.15293336299743, -109.0456022979444 37.63082036251117, -109.0484802979471 36.99664136192055, -109.9970762988306 36.99206736191629, -110.4522362992545 36.99174636191599, -110.4840892992841 37.00392636192733, -111.3561643000963 37.00170936192527, -112.2372583009169 36.99549236191947, -112.8999833015341 36.99622736192016, -114.0439393025995 36.99653836192046, -114.0472603026026 37.59847836248105, -114.0442673025998 38.67899636348736, -114.0401053025959 39.53868536428801, -114.0381083025941 40.11104636482106, -114.0381513025941 40.99768636564681, -114.039072302595 41.995391366576))
37	CA	California	POLYGON ((-124.2064443120641 41.99764836657811, -123.8191463117034 41.99294836657373, -123.2221023111473 42.00219136658233, -122.2847053102743 42.000764366581, -120.8719083089585 41.98767236656881, -119.9934593081404 41.98920536657024, -119.9963243081431 41.17756636581434, -119.9961653081429 39.72061036445744, -119.9952543081421 38.99410636378083, -119.1524503073572 38.41180136323852, -118.4174193066726 37.88667636274946, -117.8386863061336 37.45729836234957, -117.1604233055019 36.95959436188605, -115.8857693043148 36.0012263609935, -115.6261973040731 35.79569836080209, -114.621068303137 34.99891436006002, -114.6272633031427 34.87553335994512, -114.5420403030634 34.75995835983748, -114.4656373029922 34.70987335979083, -114.3768283029095 34.53656335962943, -114.3765073029092 34.45967935955782, -114.1820803027281 34.36520635946984, -114.1499123026982 34.26697935937835, -114.2357763027781 34.18622235930314, -114.4101663029406 34.10265435922531, -114.4289803029581 34.02984435915751, -114.5182083030412 33.96506335909717, -114.5211223030439 33.82603135896769, -114.4956763030202 33.70836935885811, -114.5294203030516 33.56007335872, -114.6450923031593 33.41911635858872, -114.7249363032337 33.41105935858121, -114.7354273032435 33.3057083584831, -114.6776933031897 33.26801635844799, -114.7113553032211 33.09538235828722, -114.6639513031769 33.03892235823464, -114.5206273030434 33.02770735822419, -114.4683873029948 32.9777893581777, -114.4614363029883 32.84542235805443, -114.603942303121 32.72628535794347, -114.722049303231 32.72085735793841, -116.1069733045208 32.61947035784399, -117.1280983054718 32.53578135776605, -117.1245293054685 32.67893135789937, -117.2853253056183 32.85122035805983, -117.2548683055899 32.88817235809424, -117.3284393056584 33.11148235830221, -117.4101443057345 33.2340893584164, -117.5973313059088 33.39453435856583, -118.1067173063833 33.74756435889461, -118.2466163065135 33.77392535891916, -118.286892306551 33.70390735885395, -118.4050893066611 33.73845035888613, -118.4121103066677 33.88296735902071, -118.5418543067885 34.0372513591644, -118.7881153070179 34.01825735914672, -118.9393603071587 34.04008135916704, -119.2163343074166 34.146340359266, -119.2667673074636 34.23809835935145, -119.483010307665 34.37486235947883, -119.6062933077798 34.41643535951755, -119.8694333080249 34.40479635950671, -120.0114953081572 34.46166135955966, -120.140163308277 34.4719023595692, -120.4562023085714 34.44249935954182, -120.5094063086209 34.52137435961528, -120.6412933087437 34.57233735966274, -120.6016273087068 34.70402235978538, -120.6316733087348 34.75990635983743, -120.6081593087129 34.85561535992656, -120.6659463087667 34.90380935997145, -120.6167653087209 35.07481636013071, -120.6384103087411 35.14002836019144, -120.8613423089487 35.20925336025591, -120.8499963089381 35.36453736040053, -120.8752123089616 35.42776536045942, -120.9919483090703 35.45658136048625, -121.1465593092143 35.62932236064714, -121.2702613093295 35.663535360679, -121.3290803093843 35.80103436080705, -121.4455413094928 35.87985036088045, -121.6898113097203 36.18113436116105, -121.8822773098995 36.30694336127822, -121.9552833099675 36.5827733615351, -121.8085643098308 36.64822136159606, -121.7613913097869 36.8189903617551, -121.8835363099007 36.96209836188838, -122.0613323100663 36.94750636187479, -122.1734423101707 37.00086936192449, -122.4146383103953 37.23912636214638, -122.3892533103717 37.35241236225188, -122.4414633104203 37.47948236237023, -122.5056823104801 37.52290436241067, -122.4982143104731 37.78294236265285, -122.4009313103825 37.80862536267676, -122.3464713103318 37.7252233625991, -122.3596713103441 37.60978636249159, -122.0930233100958 37.49731336238683, -122.1997323101952 37.73520136260839, -122.3124133103001 37.77846236264868, -122.3075533102956 37.8917633627542, -122.3796843103628 37.97344536283027, -122.2955223102844 38.01479536286878, -121.9027663099186 38.0729093629229, -121.9845493099948 38.13950036298492, -122.2322433102254 38.0710793629212, -122.3984643103802 38.16133736300526, -122.5064503104808 38.01865236287237, -122.4582593104359 37.8342213627006, -122.5157253104894 37.82210636268933, -122.8221933107749 38.00767236286215, -122.9211813108671 38.03062336288352, -122.9392723108839 38.15326536299774, -122.9946493109355 38.29722736313181, -123.0487963109859 38.29414136312894, -123.1215443110537 38.43360036325882, -123.2979413112179 38.54733336336474, -123.7219013116128 38.92477136371626, -123.683447311577 39.04180636382526, -123.8137183116983 39.34780636411024, -123.7546513116433 39.55187936430031, -123.838108311721 39.82639736455597, -124.0945603119599 40.10037736481113, -124.3453063121934 40.25243036495274, -124.3361073121848 40.3275553650227, -124.3926383122375 40.43523736512299, -124.1094463119737 40.97821136562868, -124.1497033120112 41.12883236576896, -124.0716023119385 41.31383236594125, -124.0579543119258 41.45816436607566, -124.1442103120061 41.72719336632622, -124.2430993120982 41.77675736637238, -124.207501312065 41.84832736643904, -124.2064443120641 41.99764836657811))
38	CA	California	POLYGON ((-119.8678233080234 34.07522835919977, -119.6679223078372 34.02134335914959, -119.7125393078788 33.96528435909738, -119.8472753080043 33.9684163591003, -119.8678233080234 34.07522835919977))
39	CA	California	POLYGON ((-120.1673863083024 33.92416235905908, -120.2385483083687 34.01088535913985, -120.0468013081901 34.04110535916799, -119.9633863081124 33.94776335908106, -120.1091793082482 33.89481435903175, -120.1673863083024 33.92416235905908))
40	CA	California	POLYGON ((-118.5947803068378 33.48081835864618, -118.3623953066214 33.41101135858117, -118.304036306567 33.30749435848476, -118.455386306708 33.32478635850087, -118.4813423067321 33.41955235858913, -118.5947803068378 33.48081835864618))
41	OH	Ohio	POLYGON ((-84.81148027537464 39.10258536388187, -84.81103727537422 39.56405036431164, -84.79455627535887 40.35305036504645, -84.79052727535512 40.98834136563811, -84.79037727535497 41.69749436629856, -83.76395427439904 41.71704236631676, -83.4826912741371 41.72513036632429, -83.15374627383075 41.62608936623206, -83.00343327369076 41.5381933661502, -82.79583027349742 41.5376483661497, -82.71694627342394 41.45052436606855, -82.54883727326738 41.39133736601343, -82.34138227307417 41.43150136605084, -82.01560527277077 41.51531036612889, -81.73850227251269 41.49115436610639, -81.47826327227033 41.6317163662373, -81.36226427216229 41.72428336632351, -80.9997722718247 41.85025736644083, -80.52059227137843 41.98687236656807, -80.52392527138153 41.49510236611007, -80.52199927137974 40.63720336531109, -80.66862027151629 40.56827936524689, -80.60183027145409 40.48053936516519, -80.62924427147962 40.38866336507962, -80.60451727145659 40.30624436500285, -80.70206527154744 40.15409036486116, -80.75888727160036 39.92126636464432, -80.81910427165644 39.80900136453977, -80.88111027171419 39.62408136436754, -80.98364627180968 39.58180536432818, -81.23762127204621 39.38847236414811, -81.37591627217502 39.34569036410827, -81.46500827225799 39.40685836416524, -81.55738827234403 39.33265536409613, -81.57268527235827 39.26591736403398, -81.66752227244659 39.27049536403824, -81.75891027253171 39.17575136395, -81.78322527255435 38.92356236371514, -82.04288527279617 39.01413936379949, -82.2167502729581 38.77893936358045, -82.18424727292783 38.59503236340917, -82.2899712730263 38.58008136339524, -82.32917927306281 38.4419523632666, -82.49498727321723 38.40583236323296, -82.58660427330256 38.41251936323918, -82.69557927340405 38.53914236335712, -82.85385627355146 38.60045836341422, -82.87319127356946 38.71900636352463, -83.02694327371265 38.71451236352044, -83.14315027382088 38.61933936343181, -83.29004327395768 38.59663836341066, -83.37142227403348 38.65499736346501, -83.52655627417795 38.69611136350331, -83.67853027431949 38.62092836343329, -83.77022327440488 38.65081936346113, -83.85755227448621 38.74491836354876, -83.96216327458365 38.77764736357924, -84.08886727470164 38.76550436356793, -84.22870227483188 38.81269036361188, -84.31331527491068 39.01407436379943, -84.4197402750098 39.04733736383041, -84.44491827503325 39.11182736389047, -84.59306827517122 39.07026536385176, -84.74287527531074 39.14206336391863, -84.81148027537464 39.10258536388187))
42	IL	Illinois	POLYGON ((-89.1299302793965 36.98816536191266, -89.19358427945578 36.98682236191141, -89.26413027952148 37.08717436200487, -89.38302827963221 37.04926336196956, -89.51397627975418 37.27645236218115, -89.42766527967379 37.41106836230652, -89.5250682797645 37.5720063624564, -89.5216192797613 37.69484836257081, -89.66656127989627 37.74550536261798, -89.728551279954 37.84104336270696, -89.85182228006882 37.90511536276664, -89.97902328018728 37.91193736277299, -90.01092228021699 37.96937136282648, -90.25417728044354 38.12222336296883, -90.36488928054665 38.23435336307325, -90.35880728054099 38.36538336319529, -90.26134428045022 38.53282036335123, -90.18381928037802 38.61032236342341, -90.20235028039527 38.70041336350731, -90.12183428032029 38.80055936360058, -90.13292028033061 38.85307936364949, -90.2440382804341 38.91455736370675, -90.41318628059163 38.96237836375128, -90.53054528070092 38.89165936368542, -90.62733528079107 38.88084536367535, -90.70619328086451 39.03784136382157, -90.69052228084992 39.09374936387363, -90.73820728089433 39.24785836401716, -90.85062428099903 39.35049936411275, -91.03647528117212 39.44445836420026, -91.09375028122545 39.52897336427897, -91.36723728148016 39.72468536446124, -91.38186328149378 39.80381736453494, -91.44934028155662 39.86309436459014, -91.43054028153911 39.92188236464489, -91.48744328159211 40.00579836472305, -91.51628428161897 40.134589364843, -91.48684928159155 40.30966836500605, -91.44874728155607 40.37194636506405, -91.37290828148544 40.403032365093, -91.37576228148809 40.60348036527968, -91.16264428128962 40.65635236532892, -91.09289528122466 40.76158736542693, -91.08905028122108 40.83376736549415, -90.96085128110168 40.9505413656029, -90.95793028109895 41.10439336574619, -91.10167228123282 41.23155236586462, -91.05593528119023 41.40140736602281, -90.84428428099312 41.44465236606308, -90.65892928082049 41.46235036607956, -90.6008382807664 41.50961836612359, -90.45512628063068 41.52757936614032, -90.34849428053138 41.58688236619555, -90.30501628049089 41.75649736635351, -90.19596528038932 41.80616736639977, -90.14279628033981 41.98398936656538, -90.16677628036214 42.10376736667693, -90.23106328042201 42.15974136672907, -90.36785828054941 42.21022636677608, -90.4417252806182 42.36008336691565, -90.64847328081075 42.47564736702327, -90.63845628080142 42.50936336705468, -89.92369128013574 42.50411536704979, -88.93918727921886 42.49087936703746, -87.79738227815547 42.48915236703585, -87.83701527819238 42.31423536687295, -87.76030227812093 42.15648236672602, -87.6706062780374 42.05985236663604, -87.61267627798345 41.84736536643814, -87.52990627790636 41.7236263663229, -87.53269627790895 40.7454483654119, -87.53535727791144 40.16623136487246, -87.54023727791598 39.35056236411281, -87.62526227799518 39.30744136407265, -87.58861727796104 39.20850536398051, -87.67035227803716 39.14671936392297, -87.5334922779097 38.96374636375256, -87.55908127793353 38.86985636366512, -87.50790927788587 38.79560536359597, -87.5439132779194 38.68602136349391, -87.62521527799513 38.64285836345371, -87.6729692780396 38.54747136336488, -87.75612427811704 38.46617236328916, -87.7484562781099 38.4180113632443, -87.98604027833117 38.23486036307374, -87.93231927828114 38.17117736301442, -87.97532627832119 38.07335236292332, -88.03476127837655 38.05413036290541, -88.03560727837733 37.80572836267407, -88.15940427849263 37.66073336253903, -88.08791027842605 37.47632136236729, -88.3117422786345 37.44290336233617, -88.46768627877974 37.40080836229696, -88.51136527882042 37.29690536220019, -88.4225552787377 37.15696536206986, -88.47684127878827 37.07220036199092, -88.86335027914824 37.20224736211203, -88.9932402792692 37.22008836212865, -89.06510427933613 37.18591136209682, -89.16962127943347 37.06428736198355, -89.1299302793965 36.98816536191266))
43	DC	District of Columbia	POLYGON ((-77.04514726814168 38.7882343635891, -77.03877726813573 38.8625433636583, -77.12232826821355 38.93217136372316, -77.04208826813883 38.99354136378031, -76.91090426801665 38.89010036368397, -77.04514726814168 38.7882343635891))
44	DE	Delaware	POLYGON ((-75.79109426697374 39.72386636446048, -75.69477126688403 39.82045736455044, -75.58344326678035 39.84011936456875, -75.42046826662858 39.79898336453044, -75.48928026669266 39.71485836445208, -75.61037426680544 39.61290536435713, -75.56264326676099 39.56683536431423, -75.58983626678631 39.46388036421834, -75.40212226661149 39.25775036402637, -75.39736826660706 39.07314936385445, -75.19057126641447 38.80878236360824, -75.08276226631405 38.79992436359999, -75.04562326627946 38.44960236327373, -75.06792426630024 38.45007536327417, -75.09272126632332 38.45056336327463, -75.69880226688778 38.46318236328637, -75.77235326695629 39.38311836414313, -75.79109426697374 39.72386636446048))
45	WV	West Virginia	POLYGON ((-81.95957527271858 37.53117236241837, -82.14250927288896 37.55745236244285, -82.18554927292904 37.64066736252035, -82.29562527303156 37.66905836254679, -82.33984627307274 37.78440036265421, -82.40580527313418 37.81171936267965, -82.47577927319934 37.97590736283256, -82.64612827335799 38.14633036299128, -82.57457927329135 38.25597336309339, -82.58660427330256 38.41251936323918, -82.49498727321723 38.40583236323296, -82.32917927306281 38.4419523632666, -82.2899712730263 38.58008136339524, -82.18424727292783 38.59503236340917, -82.2167502729581 38.77893936358045, -82.04288527279617 39.01413936379949, -81.78322527255435 38.92356236371514, -81.75891027253171 39.17575136395, -81.66752227244659 39.27049536403824, -81.57268527235827 39.26591736403398, -81.55738827234403 39.33265536409613, -81.46500827225799 39.40685836416524, -81.37591627217502 39.34569036410827, -81.23762127204621 39.38847236414811, -80.98364627180968 39.58180536432818, -80.88111027171419 39.62408136436754, -80.81910427165644 39.80900136453977, -80.75888727160036 39.92126636464432, -80.70206527154744 40.15409036486116, -80.60451727145659 40.30624436500285, -80.62924427147962 40.38866336507962, -80.60183027145409 40.48053936516519, -80.66862027151629 40.56827936524689, -80.52199927137974 40.63720336531109, -80.52426927138185 39.72120936445801, -79.48097127041021 39.72027436445713, -79.48986527041849 39.19739536397016, -79.04885427000777 39.48381536423691, -78.97043626993474 39.43852536419473, -78.79847126977458 39.61541836435948, -78.63708226962427 39.52994936427987, -78.48127826947918 39.51993736427055, -78.34792326935498 39.64059036438292, -78.27301626928521 39.61840936436227, -78.18297226920136 39.69464136443326, -78.09433826911881 39.67560036441553, -77.99520526902649 39.59896936434416, -77.85552326889639 39.60216636434713, -77.82518726886814 39.49390736424631, -77.73723326878623 39.3961953641553, -77.72746726877713 39.3177963640823, -77.83068026887325 39.13218136390942, -78.27688126928881 39.4234643641807, -78.41354726941609 39.25754036402618, -78.40236226940567 39.1705943639452, -78.48525026948288 39.11194436389058, -78.68022726966446 38.92168436371338, -78.79305526976954 38.88021936367477, -78.86656026983799 38.76340436356598, -78.98745326995058 38.84676136364361, -79.0337422699937 38.79995936360002, -79.23166327017802 38.48049636330249, -79.3169992702575 38.41263336323929, -79.48634727041521 38.46214536328541, -79.53651327046194 38.55380536337077, -79.64240627056056 38.59235536340668, -79.69265327060735 38.50035436332099, -79.68409227059938 38.43023836325569, -79.80032927070764 38.31432636314774, -79.79362227070139 38.26866636310521, -79.91616127081551 38.17926436302196, -79.9282922708268 38.10331136295122, -80.00049927089405 37.98987036284557, -80.16000527104261 37.87722836274066, -80.30310927117588 37.68267136255946, -80.34751127121723 37.49117736238112, -80.47476427133574 37.42282136231746, -80.50876527136741 37.4750473623661, -80.70520727155036 37.38837836228538, -80.87735827171069 37.38869736228568, -80.93418327176362 37.30137036220435, -81.14073727195599 37.27492536217972, -81.22293327203254 37.2402143621474, -81.35879527215907 37.33895236223935, -81.40334427220056 37.28262436218689, -81.55665427234334 37.20635236211586, -81.66588527244507 37.20491036211452, -81.75185427252514 37.27225736217724, -81.8388892726062 37.28550536218958, -81.98820227274524 37.46658636235822, -81.95957527271858 37.53117236241837))
46	MD	Maryland	POLYGON ((-75.09272126632332 38.45056336327463, -75.15487326638122 38.36973936319934, -75.15061726637725 38.27388136311007, -75.26249926648146 38.20153336304269, -75.37306826658443 38.0690413629193, -75.37242026658382 38.01683336287068, -75.62608426682006 37.99654136285178, -75.64786626684035 37.9702553628273, -75.86538526704293 37.97978036283617, -75.76920626695336 38.09737136294568, -75.8974512670728 38.17505736301803, -75.79382626697628 38.26372436310061, -75.94958426712135 38.2821773631178, -76.06512026722895 38.25905736309627, -76.29394226744205 38.43705736326204, -76.191881267347 38.54346336336114, -76.07565926723876 38.61090036342394, -76.16552326732246 38.78872536358956, -76.11353626727404 38.92082936371259, -76.19934226735396 38.97346736376161, -76.11095226727163 39.11870536389688, -76.22144626737453 39.09302936387297, -76.21811226737144 39.20496236397721, -76.11204526727265 39.32140736408566, -75.97846426714824 39.39466336415389, -75.95230326712388 39.47129536422526, -76.07817826724111 39.54247536429155, -76.15420026731191 39.40204636416075, -76.22633826737909 39.37499836413556, -76.36371026750703 39.3933883641527, -76.39872126753964 39.23125236400169, -76.53098126766281 39.24272636401238, -76.56360526769319 39.19637436396921, -76.42361626756282 39.11846436389665, -76.47171826760763 38.90835136370097, -76.54880526767941 38.75908936356196, -76.50857126764194 38.52222136334136, -76.38548226752731 38.39140436321952, -76.4715982676075 38.33578336316772, -76.34345026748817 38.21318736305355, -76.32983826747548 38.04583036289768, -76.57695026770563 38.22276436306247, -76.75992726787604 38.23440936307331, -76.86387326797285 38.39147136321959, -76.97272526807421 38.33115536316341, -77.00209226810158 38.42697736325265, -77.2206262683051 38.39078736321895, -77.27745926835803 38.48722036330877, -77.1296902682204 38.64824236345872, -77.04514726814168 38.7882343635891, -76.91090426801665 38.89010036368397, -77.04208826813883 38.99354136378031, -77.12232826821355 38.93217136372316, -77.24343226832633 38.97598936376396, -77.25569226833775 39.02768136381211, -77.43274626850266 39.06688436384862, -77.51275826857716 39.11675936389506, -77.46170726852962 39.21873536399004, -77.56867326862924 39.29849536406432, -77.72746726877713 39.3177963640823, -77.73723326878623 39.3961953641553, -77.82518726886814 39.49390736424631, -77.85552326889639 39.60216636434713, -77.99520526902649 39.59896936434416, -78.09433826911881 39.67560036441553, -78.18297226920136 39.69464136443326, -78.27301626928521 39.61840936436227, -78.34792326935498 39.64059036438292, -78.48127826947918 39.51993736427055, -78.63708226962427 39.52994936427987, -78.79847126977458 39.61541836435948, -78.97043626993474 39.43852536419473, -79.04885427000777 39.48381536423691, -79.48986527041849 39.19739536397016, -79.48097127041021 39.72027436445713, -78.93017326989724 39.72233736445905, -78.0959482691203 39.72546136446196, -77.47579326854275 39.71962336445652, -76.56983426769899 39.72026536445712, -75.79109426697374 39.72386636446048, -75.77235326695629 39.38311836414313, -75.69880226688778 38.46318236328637, -75.09272126632332 38.45056336327463))
47	CO	Colorado	POLYGON ((-102.0372072914174 36.98899436191343, -102.9977092923119 36.9985233619223, -103.9936352932394 36.99446936191853, -105.1461722943128 36.99320736191736, -105.9920002951005 36.9922893619165, -106.8612492959101 36.9895013619139, -106.8903702959372 36.99908336192283, -107.4724602964793 36.99877636192254, -108.3724732973175 36.99947136192319, -109.0484802979471 36.99664136192055, -109.0456022979444 37.63082036251117, -109.0434642979424 38.15293336299743, -109.055861297954 38.2449203630831, -109.0514172979498 39.3609663641225, -109.0512632979497 40.2105113649137, -109.0483142979469 40.99843336564751, -107.9186712968949 41.00337536565211, -106.865438295914 40.99845736564753, -106.2034712952975 41.00008536564905, -104.9344932941157 40.99428936564365, -104.0517052932935 41.00321136565196, -103.572316292847 40.99964836564864, -102.6522712919902 40.99812436564722, -102.0477392914272 40.99807136564717, -102.0515352914307 39.99891836471664, -102.0489722914283 39.03700336382079, -102.0460612914256 38.25382236309139, -102.0439762914237 37.73439836260764, -102.0372072914174 36.98899436191343))
